about_project,address,benefits,city,contract_type,development_opportunities,employer,expected_requirements,expected_technologies,expiration_date,job_title,max_salary,min_salary,optional_requirements,optional_technologies,position_level,price_unit,responsibilities,scraping_datetime,source,specialization,url,what_they_offer,work_mode,work_schedule
None,None,"['dofinansowanie zajęć sportowych', 'prywatna opieka medyczna', 'ubezpieczenie na życie', 'możliwość pracy zdalnej', 'spotkania integracyjne']","Poznań, wielkopolskie",employment,"['branżowe platformy e-learningowe', 'budżet rozwojowy', 'mentoring', 'szkolenia wewnątrzfirmowe', 'szkolenia zewnętrzne', 'wymiana wiedzy technicznej w firmie']",Consdata S.A.,"['masz wykształcenie wyższe', 'możesz się pochwalić doświadczeniem w podobnej roli', 'masz dobrą znajomość trendów technologicznych oraz wiedzę z obszaru bankowości elektronicznej lub produktów cyfrowych', 'masz bardzo dobrą znajomość ścieżki klienta i umiejętność identyfikacji jego potrzeb', 'potrafisz analizować rynek pod kątem określania wartości dla Klienta', 'masz doświadczenie w projektowaniu usług oraz znasz narzędzia Service Design', 'masz doświadczenie w projektowaniu i przeprowadzaniu badań z Klientami (przede wszystkim jakościowych)', 'potrafisz mapować wymagania biznesowe na wymagania funkcjonalne oraz projektować nowe i zmieniać do istniejących funkcjonalności', 'analiza i synteza danych przychodzą Ci z łatwością', 'masz duże umiejętności komunikacyjne, a do tego również zdolności organizacyjne', 'jesteś osobą dokładną i chętnie przejawiasz inicjatywę']",[],11-01-2024,Customer Journey Specialist,None,None,"['znajomość programów i narzędzi graficznych, sprzedażowych, do analityki danych i wizualizacji']",[],specjalista (Mid / Regular),None,"['współtworzenie bankowości internetowej i mobilnej dla klientów firmowych', 'analiza biznesowa (w tym analiza konkurencji, trendów, możliwości technologicznych, potrzeb klientów)', 'przygotowywanie benchmarku (analiza rynku, synteza danych, określenie wartości dla Klienta)', 'prowadzenie badań z Klientami (określanie celu badawczego, przygotowanie briefu badawczego, rekrutacja, przygotowanie scenariusza badawczego, prowadzenie badań, analiza i przygotowanie rekomendacji)', 'przekładanie koncepcji biznesowych na rozwiązania produktowe/procesy, tworzenie i realizacja zgodnie z kryteriami akceptacji epik, user stories', 'uzgodnienia i konsultacje w zakresie powstającego produktu/procesu', 'identyfikacja potrzeb i analiza zachowania użytkowników korzystających z bankowości dla klientów korporacyjnych', 'analiza ścieżek klientów w zakresie procesów obejmujących kanały bankowości internetowej, mobilnej, web-service, wdrażanie optymalizacji z wykorzystaniem narzędzi Service Design', 'zarządzanie mediaplanem komunikacji i realizacja działań dot. business deploymentu']",27/12/2023 18:10:53,pracuj.pl,Business analytics,"https://www.pracuj.pl/praca/customer-journey-specialist-poznan-krysiewicza-9,oferta,1003032439","['umowę o pracę w pełnym wymiarze etatu', 'pracę w trybie hybrydowym - 3 dni zdalnie, 2 dni w biurze w Poznaniu', 'start współpracy możliwy od września', 'współpracę w doświadczonym zespole w pozytywnej atmosferze', 'wsparcie od opiekuna wdrożenia, który pomoże się odnaleźć w nowych zadaniach', 'ubezpieczenie grupowe Warta', 'dostęp do systemu kafeteryjnego Medicover Benefits', 'dofinansowanie do opieki medycznej Luxmed i karty Multisport Plus', 'imprezy integracyjne, firmowe rywalizacje sportowe']",praca hybrydowa,pełny etat
"Twoim zadaniem będzie realizacja zadań związanych z rozwojem i utrzymaniem systemu pełniącego kluczową rolę w systemach Generali, wspierającego procesy przeciwdziałania procederom prania pieniędzy oraz finansowania terroryzmu w oparciu o najnowsze regulacje i przepisy unijne oraz polskie w dziedzinie AML. Będziesz także wspierać Compliance Officer w tworzeniu różnych raportów, więc SQL musisz mieć w małym palcu 😊",None,"['dofinansowanie zajęć sportowych', 'prywatna opieka medyczna', 'dofinansowanie szkoleń i kursów', 'możliwość pracy zdalnej', 'elastyczny czas pracy', 'zniżki na firmowe produkty i usługi', 'spotkania integracyjne', 'opieka stomatologiczna', 'siłownia w biurze', 'brak dress code’u', 'kawa / herbata', 'parking dla pracowników', 'strefa relaksu', 'wsparcie terapeutyczne ']","Warszawa, mazowieckie",employment,[],Generali,"['Umiejętność analitycznego myślenia, szybkiego wyciągania wniosków i rozwiązywania problemów w oparciu o dane', 'Bardzo dobra znajomość SQL i relacyjnych baz danych, w szczególności Oracle', 'Bardzo dobra znajomość MS Excel', 'Znajomość języka angielskiego w stopniu umożliwiającym komunikację oraz raportowanie', 'Wykształcenie wyższe na kierunkach: matematyka, ekonomia, metody ilościowe i pokrewne', 'Bardzo dobra organizacja pracy, umiejętność budowania relacji i inicjatywa w działaniu', 'Proaktywne podejście i orientacja na osiągnięcie celu przy realizacji codziennych zadań', 'Komunikatywność i samodzielność w działaniu']","['SQL', 'Oracle']",12-01-2024,Analityk_czka Systemowy_a,None,None,[],[],specjalista (Mid / Regular),None,"['Tworzenie raportów na potrzeby zespołu compliance i raportowania do Grupy Generali', 'Bieżący monitoring działania systemu', 'Monitorowanie wdrożeń nowych wersji systemu', 'Konfigurowanie systemu', 'Wsparcie w zakresie rozwoju i utrzymania systemu', 'Wsparcie właściciela systemu w analizie procesów oraz procedur', 'Przygotowywanie wymagań biznesowych dla nowych funkcjonalności', 'Współpraca z dostawcą zewnętrznym w zakresie rozwoju i utrzymania systemu', 'Wsparcie podczas testów SIT i UAT']",27/12/2023 18:10:53,pracuj.pl,System analytics,"https://www.pracuj.pl/praca/analityk-czka-systemowy-a-warszawa-senatorska-18,oferta,1003034612","['Pracę w modelu hybrydowym: z domu i z przyjaznego psom oraz środowisku biura, z miejscami do pracy kreatywnej lub wymagającej skupienia', 'Szeroki wybór szkoleń i webinarów podnoszących umiejętności, dopasowanych do potrzeb i konkretnych wyzwań biznesowych Pracowników', 'Możliwość udziału w projektach międzynarodowych', 'Okazję do zdobycia dodatkowego doświadczenia i doskonalenia umiejętności językowych poprzez możliwość pracy (na kilka miesięcy, kilka lat lub na stałe) w spółkach należących do Grupy Generali za granicą', 'Prywatną opiekę medyczna Enel-Med, z możliwością wykupienia pakietów dla Twoich bliskich', 'Darmowe wsparcie terapeutyczne, dostępne w godzinach pracy', 'Ubezpieczenie grupowe i zniżki na ubezpieczenia indywidualne', 'Atrakcyjną ofertę Generali Investments IKE lub IKZE', 'Dostęp do platformy kafeteryjnej, na której można wykupić m.in. kartę MultiSport lub bilety do kina czy teatru w preferencyjnych cenach', 'Promocje na abonament w T-Mobile oraz produkty Philips']","praca stacjonarna, praca hybrydowa",pełny etat
"Tworzymy i rozwijamy aplikacje dla pięciu spółek z sektora finansowego (ubezpieczenia i inwestycje). Nasze systemy dostępne 24/7 wykosztują klienci, partnerzy, instytucje i pracownicy wewnętrzni. Zawsze dbamy o najwyższą jakość naszych systemów, mamy ich ponad sto.",None,"['dofinansowanie zajęć sportowych', 'prywatna opieka medyczna', 'dofinansowanie szkoleń i kursów', 'możliwość pracy zdalnej', 'elastyczny czas pracy', 'zniżki na firmowe produkty i usługi', 'spotkania integracyjne', 'opieka stomatologiczna', 'siłownia w biurze', 'firmowa biblioteka', 'brak dress code’u', 'kawa / herbata', 'parking dla pracowników', 'strefa relaksu', 'wsparcie terapeutyczne ']","Warszawa, mazowieckie",employment,[],Generali,"['Wykształcenie wyższe – informatyka lub pokrewne', 'Co najmniej 10-letnie doświadczenie na podobnym stanowisku', 'Doświadczenie w projektowaniu systemów informatycznych', 'Znajomość różnych wzorców projektowych i stylów architektonicznych', 'Znajomość aktualnych trendów, standardów i rozwiązań IT', 'Dobra znajomość notacji i narzędzi służących do modelowania architektury (UML, BPMN, Confluence, Enterprise Architect)', 'Znajomość języka angielskiego w stopniu umożliwiającym swobodną komunikację', 'Bardzo dobra organizacja pracy', 'Umiejętność budowania relacji i skutecznej komunikacji z różnymi grupami odbiorców', 'Samodzielność i inicjatywa w działaniu', 'Umiejętność analitycznego myślenia, szybkiego wyciągania i zwięzłego formułowania wniosków oraz rozwiązywania złożonych problemów', 'Proaktywne podejście i orientacja na osiągnięcie celu przy realizacji codziennych zadań', 'Otwartość na zmiany i chęć rozwijania swoich kompetencji oraz poszerzania wiedzy']","['UML', 'BPMN', 'Confluence', 'Enterprise Architect']",12-01-2024,Architekt_ka Systemów IT,None,None,"['Doświadczenie w pracy z rozproszoną i skalowalną architekturą', 'Znajomość sektora finansowego i ubezpieczeniowego']",[],"starszy specjalista (Senior), ekspert",None,"['Przygotowywanie wycen, studium wykonalności i HLD (High-Level Design) dla inicjatyw biznesowych', 'Projektowanie i wdrażanie architektury wielu aplikacji', 'Określanie strategicznych kierunków rozwoju naszych systemów', 'Współpraca z klientami wewnętrznymi i zespołami deweloperskimi przy projektowaniu najlepszych rozwiązań IT', 'Praca nad narzędziami do automatycznego zarządzania architekturą i dokumentacją', 'Uczestnictwo w inicjatywach PoC, działaniach R&D, prowadzenie szkoleń z interesujących Cię tematów']",27/12/2023 18:10:54,pracuj.pl,Architecture,"https://www.pracuj.pl/praca/architekt-ka-systemow-it-warszawa-senatorska-18,oferta,1003034685","['Pracę w modelu hybrydowym: z domu i z przyjaznego psom oraz środowisku biura, z miejscami do pracy kreatywnej lub wymagającej skupienia', 'Szeroki wybór szkoleń i webinarów podnoszących umiejętności, dopasowanych do potrzeb i konkretnych wyzwań biznesowych Pracowników', 'Możliwość udziału w projektach międzynarodowych', 'Okazję do zdobycia dodatkowego doświadczenia i doskonalenia umiejętności językowych poprzez możliwość pracy (na kilka miesięcy, kilka lat lub na stałe) w spółkach należących do Grupy Generali za granicą', 'Prywatną opiekę medyczna Enel-Med, z możliwością wykupienia pakietów dla Twoich bliskich', 'Darmowe wsparcie terapeutyczne, dostępne w godzinach pracy', 'Ubezpieczenie grupowe i zniżki na ubezpieczenia indywidualne', 'Atrakcyjną ofertę Generali Investments IKE lub IKZE', 'Dostęp do platformy kafeteryjnej, na której można wykupić m.in. kartę MultiSport lub bilety do kina czy teatru w preferencyjnych cenach', 'Promocje na abonament w T-Mobile oraz produkty Philips']","praca stacjonarna, praca hybrydowa",pełny etat
None,Błonie,"['dofinansowanie zajęć sportowych', 'prywatna opieka medyczna', 'dofinansowanie nauki języków', 'dofinansowanie szkoleń i kursów', 'ubezpieczenie na życie', 'kawa / herbata', 'parking dla pracowników', 'paczki świąteczne', 'program rekomendacji pracowników']","Błonie, mazowieckie",employment,[],BorgWarner Mobility Poland sp. z o.o. - PDS Błonie,"['Wykształcenie min. średnie techniczne (Informatyka, Elektronika, pokrewne)', 'Znajomość języka angielskiego na poziomie B1/B2', 'Znajomość zasad budowy sieci LAN', 'Podstawowa znajomość baz danych (SQL)', 'Znajomość MS Office', 'Komunikatywność, rzetelność, odpowiedzialność', 'Umiejętność pracy w zespole', 'Gotowość do pracy 3 zmianowej']","['MS Office', 'SQL', 'Oracle', 'HTML', 'PHP', '.NET', 'skrypty TCL', 'C', 'C++']",12-01-2024,Technik ds. IT (Dywizja PDS - Elektronika),None,None,"['podstawowa znajomość środowiska Linux/Unix/VMWare/ Docker', 'podstawowa znajomość języków programowania (Python, TCL, JS, HTML)', 'znajomość standardu OPC/UA']",[],specjalista (Mid / Regular),None,"['wsparcie przy wdrożeniu wewnętrznego systemu produkcyjnego', 'wsparcie informatyczne produkcji, współpraca z działem IT', 'administrowanie systemem produkcyjnym, rozwiązywanie problemów', 'konfigurowanie urządzeń – skanery, drukarki', 'rozwiązywanie problemów sieciowych, sprzętowych', 'współpraca z inżynierami procesu w rozwiązywaniu problemów komunikacyjnych', 'tworzenie kopii zapasowych i ich przywracanie']",27/12/2023 18:10:54,pracuj.pl,Helpdesk,"https://www.pracuj.pl/praca/technik-ds-it-dywizja-pds-elektronika-blonie,oferta,1003034654","['Stabilne zatrudnienie w oparciu o umowę o pracę', 'Atrakcyjny system premiowy', 'Bezpłatny transport do fabryki z Warszawy (Rondo Daszyńskiego, Ciepłownia Wola), Błonia, Żyrardowa, Sochaczewa, Płońska', 'Pakiet benefitów (opieka medyczna Medicover, ubezpieczenie w PZU dla pracownika, ubezpieczenie dla dziecka w Generali, karta Multisport, dodatki pieniężne świąteczne, dofinansowanie do nauki języków obcych oraz do szkoleń)', 'Wsparcie zgranego, przyjaznego zespołu', 'Możliwości rozwoju']",praca stacjonarna,pełny etat
The role holder will be a key team member of the DBS COO Testing function which provides independent validation of control effectiveness in HSBC.,None,"['sharing the costs of sports activities', 'private medical care', 'sharing the costs of professional training & courses', 'life insurance', 'remote work opportunities', 'flexible working time', 'integration events', 'corporate sports team', 'doctor’s duty hours in the office', 'retirement pension plan', 'corporate library', 'no dress code', 'video games at work', 'coffee / tea', 'parking space for employees', 'leisure zone', 'extra social benefits', 'employee referral program', 'opportunity to obtain permits and licenses', 'charity initiatives', 'family picnics', 'extra leave']","Kraków, Lesser Poland",employment,[],HSBC Service Delivery (Polska) Sp. z o.o.,"['Demonstrable knowledge in operational risk management, internal control, or internal audit preferably within IT Function or a banking function', 'Process assessment experience', 'Strong communication and interpersonal skills', 'Self-starter and effective collaborator', 'Innovative and able to assess needs and propose solutions', 'Ability to understand complex concepts within IT', 'Good project management and planning skills', 'Attention to details and critical thinking', 'Impactful Communication', 'Self-starter and effective collaborator', 'Ability to influence without direct management authority', 'Excellent time management skills', 'English – C1/C2 level', 'IT background is desired', 'CRISK, ACA, ACCA or equivalent qualified (optional)', 'IT Risk qualification - CISM, CISA, CISSP or equivalent (optional)']",[],07-01-2024,"DBS Senior Control Tester Technology, DBS COO Testing, Technology",None,None,[],[],senior specialist (Senior),None,"['Impact on the Business/Function', 'Responsible for the timely delivery of control testing in line with the quarterly and annual testing plans and being transparent and accurate in the completion of testing deliverables, as will be reported to Senior Management', 'Applying judgment in relation to the identification and publication of control testing findings through identifying the key risks and issues', 'Supporting the completion of targeted control reviews covering risks and working collaboratively with other CCO Function team members', 'Customers / Stakeholders', 'Establishing effective working relationship within the Regional testing teams', 'Supporting Team Members in maintaining ‘trusted advisor’ relationships with internal stakeholders and partnering with 2nd and 3rd Lines of Defence (LOD) including Operational Risk, ISR, Internal Audit etc. on coverage of control testing', 'Being resilient in the face of, sometimes acute, pressure to redact control testing findings and recommendations by focusing on the facts of testing outcomes', 'Operational Effectiveness & Control', 'Supporting the enhancement of testing processes to deliver the quarterly/ annual control testing plans and targeted reviews', 'Embedding quality into their testing deliverables and ensuring compliance with the CCO Testing Methodology', 'Ensure compliance with HSBC policy and procedures, together with early identification and escalation of control issues as they arise', 'Providing management with visibility of delivery issues, especially on the completion of critical reviews that impact']",27/12/2023 18:10:55,pracuj.pl,QA/Testing,"https://www.pracuj.pl/praca/dbs-senior-control-tester-technology-dbs-coo-testing-technology-krakow-kapelanka-42a,oferta,1003027373","['Challenging position in the multinational environment with exposure to the senior management', 'Stable job in one of the largest banking and financial services organisation in the world', 'Opportunity to get to know and develop in internal control testing within Technology', 'Modern office in a good location – Kapelanka street, Krakow', 'Remote working arrangement', 'Task-based working hours', 'Parking card', 'Employees’ benefits: private medical and dental health care, Multisport Card, life insurance and many others', 'Challenging position in the multinational environment with exposure to the senior management', 'Stable job in one of the largest banking and financial services organisation in the world', 'Opportunity to get to know and develop in internal control testing within Technology', 'Modern office in a good location – Kapelanka street, Krakow', 'Remote working arrangement', 'Task-based working hours', 'Parking card', 'Employees’ benefits: private medical and dental health care, Multisport Card, life insurance and many others']",hybrid work,full-time
None,None,"['dofinansowanie zajęć sportowych', 'prywatna opieka medyczna', 'możliwość pracy zdalnej', 'elastyczny czas pracy', 'zniżki na firmowe produkty i usługi', 'spotkania integracyjne', 'komputer do użytku prywatnego', 'brak dress code’u', 'paczki świąteczne']","Warszawa, mazowieckie","employment, B2B",[],Lisek.app,"['Minimum 2 lata doświadczenia na podobnym stanowisku', 'Znajomość architektury aplikacji internetowych i mobilnych', 'Analityczne podejście i myślenie krytyczne', 'Umiejętność priorytetyzowania zadań oraz analizy danych i przygotowywania rekomendacji', 'Znajomość technologii informatycznych i trendów w branży ecommerce', 'Komunikatywna znajomość języka angielskiego', 'Samodzielność, inicjatywa', 'Zbieranie oczekiwań interesariuszy przekładanie ich na user stories dla zespołu developerskiego w taki sposób, aby były one jasne i zrozumiałe', 'Umiejętność pisania jasnych i zwięzłych user stories oraz kryteriów akceptacji', 'Umiejętność pracy z narzędziami takimi jak Jira']",['Jira'],06-01-2024,Junior Product Owner,None,None,"['Znajomość branży e-commerce', 'Doświadczenie w logistyce lub operacjach']",[],"specjalista (Mid / Regular), młodszy specjalista (Junior)",None,"['Opracowywanie i wdrażanie strategii dotyczących nowych technologii i narzędzi IT', 'Monitorowanie efektywności działań i rekomendacja zmian', 'Współpraca z Interesariuszami w celu identyfikacji potrzeb oraz strategii rozwoju', 'Praca z deweloperami w celu efektywnej realizacji projektów IT', 'Raportowanie wyników pracy i komunikowanie się z interesariuszami w sprawie funkcjonowania produktu', 'Zarządzanie projektami', 'Administrowanie backlogiem produktu']",27/12/2023 18:10:55,pracuj.pl,"Mobile, Product Management","https://www.pracuj.pl/praca/junior-product-owner-warszawa-czerska-8-10,oferta,1003025064",[],"praca zdalna, praca hybrydowa",pełny etat
"We’re on a mission to build the leading BaaS provider in the UK, underpinned by innovative technology. UK. Our proposition is the free bank account built for the self-employed. It’s the brand for our small and medium-sized enterprises (SME) proposition, designed to give you the freedom to run your business.",Warszawa,"['sharing the costs of sports activities', 'private medical care', 'sharing the costs of professional training & courses', 'life insurance', 'remote work opportunities', 'flexible working time', 'integration events', 'no dress code', 'coffee / tea', 'drinks', 'leisure zone', 'employee referral program']","Warszawa, Masovian",B2B,[],Mindbox S.A.,"['Excellent programming skills in Java', 'Hands-on experience with common back-end and front-end test automation frameworks, and integrating these into the continuous deployment pipeline', 'Knowledge of software performance and automated security testing techniques and tooling', 'Awareness of cloud infrastructure and configuration', 'Understanding of BehaviourDriven Development (BDD)', 'Experience delivering and testing distributed microservices as part of an agile team']","['Java', 'JUnit', 'API']",07-01-2024,Software Development Engineer in Test,28000,24000,[],[],specialist (Mid / Regular),gross / mth.,"['Work in customer-focused agile squads and collaborate with product managers, designers and engineers', 'Work collaboratively across our missions to define and continually improve our testing strategy for new and existing products', 'Develop clean, elegant, and reusable code that is easy to maintain and extend', 'Build scalable automated testing systems that enable us to ship value to customers at pace', 'Work with stakeholders across the business to shape the future of quality engineering and to put longterm interests of our customers at the heart of key decisions']",27/12/2023 18:10:56,pracuj.pl,None,"https://www.pracuj.pl/praca/software-development-engineer-in-test-warszawa,oferta,1003027359",['Praca hybrydowa: 2x w miesiącu z biura w Warszawie'],hybrid work,full-time
None,None,"['sharing the costs of sports activities', 'private medical care', 'sharing the costs of foreign language classes', 'sharing the costs of professional training & courses', 'life insurance', 'remote work opportunities', 'flexible working time', 'integration events', 'pre-paid cards', 'redeployment package', 'employee referral program', 'charity initiatives']","Wrocław, Lower Silesia",employment,[],MAHLE Shared Services Poland Sp. z o.o.,"['Very good English skills, min. B2 level', 'Knowledge and a good understanding of ITIL Foundations (v3 or v4) – Certification is a plus, other ITIL modules are welcome', 'General understanding of SAP Modules and business processes', 'Lean Six Sigma understanding', 'Good knowledge of technical problem-solving techniques', 'Customer orientation and effective communication skills', 'Personal accountability and commitment to take the initiative in order to identify and drive opportunities for change and improvement, to strengthen the operations of Service Management']",['SAP'],06-01-2024,IT Service Management Specialist,None,None,[],[],specialist (Mid / Regular),None,"['Driving and managing Service Management (Incident, Request, Change, Release, Knowledge, Problem, Event and Configuration & Asset Management)', 'Transition of any IT Service is done according to customer expectations', 'Designing and delivering management and operational reports related to SLAs, CSFs and KPIs for ITIL processes at regular intervals', 'Scheduling and conducting regular business and service performance reviews and documents progress of actions', 'Collaboration with multiple IT teams to ensure IT Service Operation efficiencies are met', 'Creating and maintaining a Continual Service Improvement register to investigate opportunities that arise from Incident Management, Request Fulfillment, Change Management, Problem Management and Customer Request', 'Collaborating and support the generation of new IT processes and procedures', 'Coordinating and record Service Management activities to ensure the progress is visible and on track']",27/12/2023 18:10:57,pracuj.pl,SAP&ERP,"https://www.pracuj.pl/praca/it-service-management-specialist-wroclaw-swietego-mikolaja-18-20,oferta,1003025222","['Attractive salary package (incl. private medical care, Multisport, group insurance, Edenred prepaid cards)', 'Becoming a member of a fast-growing team in an innovative company with stable market position', 'Possibility to work for a well-known brand, a leader in Automotive industry whose products are highly recognized worldwide', 'Relocation bonus for candidates who are based more than 100 km from Wrocław', 'Online foreign language courses', 'Referral bonus program', 'Flexible work schedule and possible working from home solution (home office)']","full office work, hybrid work",full-time
None,None,"['sharing the costs of sports activities', 'private medical care', 'sharing the costs of foreign language classes', 'life insurance', 'remote work opportunities', 'flexible working time', 'dental care', 'retirement pension plan', 'pre-paid cards']","Warszawa, Masovian",employment,[],Digital Hub Warsaw at Bayer,"['Bachelor’s degree with 5 years of relevant Information Technology/Security experience or 7 years of relevant Information Technology/Security experience;', 'Strong foundational knowledge of all domains of security;', 'Demonstrated experience in managing critical situations as well as analytical, conceptual, and technical exposure and understanding of Amazon Web Services, Microsoft Azure and Google Cloud Platform', 'Possess clear understanding of security protocols and standards and have experience with software and security architectures.', 'Knowledge of cloud networking architecture, cloud operations, security, automation, and orchestration.', 'Experience with reviewing network, firewall and endpoint architectures, configurations, policies, procedures, and technical capabilities as well as physical devices such as servers, IoT and drones.', 'Solid understanding of NIST (National Institute of Standards and Technology) and ISO (International Organization for Standardization) standards.', 'Strong collaboration skills and ability to work in both cross-functional and global teams.', 'Working knowledge and experience with GRC tools like RSA Archer • Demonstrated knowledge and experience with managing complex projects;', 'Process oriented and strong documentation, communication and interpersonal skills;', 'Strong written and presentation skills;']","['Microsoft Azure', 'Google Cloud Platform']",06-01-2024,Senior IT Security Consultant,28000,20000,[],[],senior specialist (Senior),gross / mth.,"['Support and execute job duties related to IT Security exception process. Includes managing and enhancing process, providing remediation guidance, reporting KPIs, etc.']",27/12/2023 18:10:57,pracuj.pl,None,"https://www.pracuj.pl/praca/senior-it-security-consultant-warszawa-aleje-jerozolimskie-158,oferta,1003025210","['A flexible, remote-hybrid work model', 'Great workplace in a new modern office in Warsaw', 'Career development, 360° Feedback & Mentoring programme', 'Wide access to professional development tools, trainings, & conferences', 'Company Bonus & Reward Structure', 'VIP Medical Care Package (including Dental & Mental health)', 'Holiday allowance (“Wczasy pod gruszą”)', 'Life & Travel Insurance', 'Pension plan', 'Co-financed sport card - FitProfit', 'Meals Subsidy in Office', 'Additional days off', 'Budget for Home Office Setup & Maintenance', 'Dedicated working Zone with state-of-the art Lab available only for Cyber Security Team', 'Access to Company Game Room equipped with table tennis, soccer table, Sony PlayStation 5 and Xbox Series X consoles setup with premium game passes, and massage chairs', 'Tailored-made support in relocation to Warsaw when needed']",hybrid work,full-time
Wreszcie jesteś - możesz już przestać szukać!,None,[],"Wrocław, dolnośląskie",B2B,[],Hero.DOT,"['Interesujesz się sportem na poziomie biznesowym - warunek MUST HAVE', 'Pragniesz ciągle się rozwijać w nowych obszarach, szczególnie tych związanych ze sportem i technologiami', 'Posiadasz minimum 2 lata doświadczenia w pracy na podobnym stanowisku', 'Swobodnie prowadzisz warsztaty z klientami i dbasz o perspektywę biznesową', 'Posiadasz lub chcesz rozwinąć umiejętność planowania zakresu funkcjonalnego aplikacji', 'Posiadasz umiejętność komunikacji w języku angielskim na poziomie co najmniej B2, co umożliwi Ci efektywną współpracę w międzynarodowym środowisku', 'Jesteś otwarty na wizyty w biurze przynajmniej 1 raz w miesiącu']",[],12-01-2024,Product Owner,13500,12000,[],['Figma'],specjalista (Mid / Regular),gross / mth.,"['Opracowanie i zarządzanie Product Backlog', 'Definiowanie elementów Product Backlog na podstawie strategii rozwoju produktów', 'Bezpośrednia współpraca z zespołem (Sales, Scrum Master, programiści, testerzy, projektanci UX, graficy, DevOps)', 'Proponowanie optymalnych rozwiązań na podstawie potrzeb klienta', 'Definiowanie i mierzenie celów produktów, wsparcie w tworzeniu strategii produktowej', 'Prowadzenie warsztatów z klientem na różnych poziomach szczegółowości', 'Tworzenie ścieżek użytkownika odpowiadających na potrzeby biznesowe', 'Prezentacja wyników pracy przed klientem, pozostałym członkom zespołu, uzasadnianie podjętych decyzji projektowych']",27/12/2023 18:10:58,pracuj.pl,"Agile, UX/UI","https://www.pracuj.pl/praca/product-owner-wroclaw-powstancow-slaskich-7a,oferta,1003034675","['Wsparcie w wymarzonej ścieżce rozwoju i okazje do samorealizacji jako UX designer w połączeniu z rolą Product Ownera', 'Pracę przy produktach z branży sportowej blisko najnowszych technologii', 'Samodzielność i swobodę w realizacji zadań i celów', 'Wynagrodzenie dopasowane do doświadczenia i kompetencji', 'Dbanie o Twoją kondycję i zdrowie dzięki systemowi kafeteryjnemu Worksmile', 'Pracę hybrydową (z otwartością na cykliczne spotkania stacjonarne przynajmniej 1 raz w miesiącu) czy biurową (siedziba firmy we Wrocławiu w samym centrum)', 'Wykorzystanie okazji do samorozwoju, zdobywania i dzielenia się wiedzą – Ty się rozwijasz, gdy my rośniemy!', 'Prawdziwy wpływ na to co dzieje się w firmie – wierzymy, że każdy z nas może być liderem', ""Luźną atmosferę pracy, bez dress code'u i tytułów.""]","praca zdalna, praca hybrydowa",pełny etat
"As one of the largest AI teams in Europe, we work with the analysis of sound, image, speech, text, Big Data, NLP, and more. We base our work on the latest methods of machine learning (including deep neural networks), extensive data resources, and appropriate computing resources.",None,"['sharing the costs of sports activities', 'private medical care', 'sharing the costs of foreign language classes', 'life insurance', 'corporate products and services at discounted prices', 'integration events', 'dental care', 'no dress code', 'leisure zone', 'pre-paid cards', 'redeployment package', 'baby layette', 'employee referral program', 'charity initiatives', 'unlimited free access to Copernicus Science Center', 'mentoring program', 'psychological support', 'possibility to test new Samsung products', 'work in Korea as a part of our Mobility Program']","Warszawa, Masovian",employment,[],Samsung R&D Institute Poland,"['Professional experience in developing and optimizing digital signal processing algorithms for embedded platforms', 'Professional experience in porting Audio/Image/Video neural networks on embedded platforms: ARM, DSPs', 'Professional experience in fixed point C, assembler on generic platforms, optimizing C/ASM code', 'Professional experience in developing product-grade code including high-level software development practices, integration into CI environment, proper testing, packaging and releasing of the software']","['C', 'C++', 'Python', 'Digital Signal Processing', 'ARM embedded systems']",07-01-2024,C/C++ Software Engineer For Audio Projects in Artificial Intelligence Team,None,None,"['Strong mathematical background (linear algebra and statistics)', 'Signal processing with microphone arrays', 'Hands-on experience in electronics', 'PhD and scientific publications, active participation in conferences in the field of signal processing or artificial intelligence', 'Experience in implementing neural networks for at least one of the following applications: object detection/classification, audio classification, speech enhancement, image segmentation, multitask learning, network compression, reinforcement learning, unsupervised learning.', 'Experience with at least one standard machine learning package, e.g.: TensorFlow, PyTorch, Scikit-Learn, etc.']",[],specialist (Mid / Regular),None,"['Development, porting, and optimization of audio processing algorithms on embedded platforms: wearable devices with ARM and DSP processors', 'Porting and optimization of artificial neural networks on embedded platforms', 'Creation of innovative products supported by prototypes, scientific publications, and patent applications', 'You will work closely with product management to define product strategy and roadmap']",27/12/2023 18:10:58,pracuj.pl,None,"https://www.pracuj.pl/praca/c-c%2b%2b-software-engineer-for-audio-projects-in-artificial-intelligence-team-warszawa-plac-europejski-1,oferta,1003027428","['Team:', 'Friendly working atmosphere', 'Wide range of trainings and a huge support in developing algorithmic skills', 'Opportunity to work in multiple projects', 'Working with the latest technologies on the market', 'Monthly integration budget', 'Possibility to attend local and foreign conferences', 'Flexible working hours', 'Hybrid work (3 days in the office + 2 days of remote work) plus 24 days/year of additional remote work', 'Equipment:', 'PC workstation/Laptop + 2 external monitors', 'OS: Windows and/or Linux', 'Benefits:', 'Private medical care (possibility to add family members for free)', 'Multisport card', 'Life insurance', 'Lunch card', 'Variety of discounts (Samsung products, theaters, restaurants)', 'Unlimited free access to Copernicus Science Center for you and your friends', 'Possibility to test new Samsung products', 'Chillout rooms', 'Location:', 'Office in Warsaw Spire near metro station', 'Attractive relocation package']",hybrid work,full-time
